"feature"	"coef_AB"	"pval_AB"	"qval_AB"	"metadata"
"s__Prevotella_amnii|t__SGB1558"	NA	1	1	"diagnosis"
"s__Prevotella_bergensis|t__SGB1505"	NA	1	1	"diagnosis"
"s__Prevotella_bivia|t__SGB1557"	NA	1	1	"diagnosis"
"s__Prevotella_buccae|t__SGB1531"	NA	1	1	"diagnosis"
"s__Prevotella_buccalis|t__SGB1517"	NA	1	1	"diagnosis"
"s__Prevotella_colorans|t__SGB1502"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_A|t__SGB1626"	-0.105272929920879	0.810786766119406	1	"diagnosis"
"s__Prevotella_copri_clade_B|t__SGB1613"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_C|t__SGB1644"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_D|t__SGB1636"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_E|t__SGB1617"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_G|t__SGB1653"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_H|t__SGB1612"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_J|t__SGB20123"	NA	1	1	"diagnosis"
"s__Prevotella_copri_clade_M|t__SGB20113"	NA	1	1	"diagnosis"
"s__Prevotella_corporis|t__SGB1504"	NA	1	1	"diagnosis"
"s__Prevotella_denticola|t__SGB1540"	NA	1	1	"diagnosis"
"s__Prevotella_disiens|t__SGB1559"	0.127612974274263	0.55374154087039	1	"diagnosis"
"s__Prevotella_histicola|t__SGB1543"	NA	1	1	"diagnosis"
"s__Prevotella_intermedia|t__SGB1560"	NA	1	1	"diagnosis"
"s__Prevotella_jejuni|t__SGB1545"	NA	1	1	"diagnosis"
"s__Prevotella_marseillensis|t__SGB1588"	NA	1	1	"diagnosis"
"s__Prevotella_melaninogenica|t__SGB1552"	NA	1	1	"diagnosis"
"s__Prevotella_nigrescens|t__SGB1561"	NA	1	1	"diagnosis"
"s__Prevotella_oralis|t__SGB1528"	NA	1	1	"diagnosis"
"s__Prevotella_oris|t__SGB1525"	NA	1	1	"diagnosis"
"s__Prevotella_pallens|t__SGB1564"	NA	1	1	"diagnosis"
"s__Prevotella_salivae|t__SGB1522"	NA	1	1	"diagnosis"
"s__Prevotella_SGB48271|t__SGB48271"	NA	1	1	"diagnosis"
"s__Prevotella_sp_885|t__SGB1677"	NA	1	1	"diagnosis"
"s__Prevotella_sp_DNF00663|t__SGB3322"	NA	1	1	"diagnosis"
"s__Prevotella_stercorea|t__SGB1679"	NA	1	1	"diagnosis"
"s__Prevotella_timonensis|t__SGB1507"	6.73886091488424	1	1	"diagnosis"
"s__Prevotella_timonensis|t__SGB48293"	NA	1	1	"diagnosis"
"s__Proteus_mirabilis|t__SGB31074"	NA	1	1	"diagnosis"
"s__Proteus_mirabilis|t__SGB9992"	NA	1	1	"diagnosis"
"s__Proteus_penneri|t__SGB9995"	NA	1	1	"diagnosis"
"s__Proteus_vulgaris|t__SGB9993"	NA	1	1	"diagnosis"
"s__Providencia_alcalifaciens|t__SGB10002"	NA	1	1	"diagnosis"
"s__Providencia_alcalifaciens|t__SGB10003"	NA	1	1	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15140"	NA	1	1	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15161"	-2.70096040347889	1	1	"diagnosis"
"s__Pseudoflavonifractor_gallinarum|t__SGB29328"	0.37991233875396	0.0137016573948541	0.15038199435211	"diagnosis"
"s__Pseudoflavonifractor_phocaeensis|t__SGB15133"	NA	1	1	"diagnosis"
"s__Pseudoflavonifractor_sp_AF19_9AC|t__SGB23477"	NA	1	1	"diagnosis"
"s__Pseudoflavonifractor_sp_An184|t__SGB15156"	-1.06669692240361	0.000873806022193058	0.0137126225763454	"diagnosis"
"s__Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142"	NA	1	1	"diagnosis"
"s__Pseudoglutamicibacter_SGB14255|t__SGB14255"	NA	1	1	"diagnosis"
"s__Pseudomonas_aeruginosa|t__SGB12320"	NA	1	1	"diagnosis"
"s__Pseudomonas_fragi|t__SGB12106"	NA	1	1	"diagnosis"
"s__Pseudomonas_guguanensis|t__SGB12352"	NA	1	1	"diagnosis"
"s__Pseudoruminococcus_massiliensis|t__SGB4280"	NA	1	1	"diagnosis"
"s__Pygmaiobacter_massiliensis|t__SGB14871"	NA	1	1	"diagnosis"
"s__Raoultella_ornithinolytica|t__SGB10124"	NA	1	1	"diagnosis"
"s__Rheinheimera_SGB14999|t__SGB14999"	-0.833076482465059	2.57866374899366e-06	0.000128145262415268	"diagnosis"
"s__Rhodococcus_fascians|t__SGB15814"	NA	1	1	"diagnosis"
"s__Rikenella_microfusus|t__SGB2284"	NA	1	1	"diagnosis"
"s__Rikenellaceae_bacterium|t__SGB2317"	1.38724043416174	7.58715760207276e-05	0.00188230739889172	"diagnosis"
"s__Robinsoniella_peoriensis|t__SGB4519"	NA	1	1	"diagnosis"
"s__Robinsoniella_SGB54315|t__SGB54315"	NA	1	1	"diagnosis"
"s__Romboutsia_hominis|t__SGB24890"	NA	1	1	"diagnosis"
"s__Romboutsia_timonensis|t__SGB6148"	0.0322276796242181	0.785711821488597	1	"diagnosis"
"s__Roseburia_faecis|t__SGB4925"	0.497835021210505	0.161418087583011	1	"diagnosis"
"s__Roseburia_hominis|t__SGB4936"	0.302377396088861	0.421609602422148	1	"diagnosis"
"s__Roseburia_intestinalis|t__SGB4951"	0.139749092658936	0.664336070228541	1	"diagnosis"
"s__Roseburia_inulinivorans|t__SGB4940"	-0.596825349097407	0.0452314006134126	0.425889345775764	"diagnosis"
"s__Roseburia_SGB36997|t__SGB36997"	NA	1	1	"diagnosis"
"s__Roseburia_SGB4949|t__SGB4949"	NA	1	1	"diagnosis"
"s__Roseburia_SGB4958|t__SGB4958"	NA	1	1	"diagnosis"
"s__Roseburia_sp_AF02_12|t__SGB4938"	1.47404618322161	2.34383877913079e-05	0.000762386831975452	"diagnosis"
"s__Roseburia_sp_AM16_25|t__SGB4957"	NA	1	1	"diagnosis"
"s__Roseburia_sp_AM23_20|t__SGB4950"	NA	1	1	"diagnosis"
"s__Roseburia_sp_AM59_24XD|t__SGB4654"	NA	1	1	"diagnosis"
"s__Roseburia_sp_BX1005|t__SGB4963"	-1.49919637321062	0.0159950760388348	0.171348449302248	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16971_group"	NA	1	1	"diagnosis"
"s__Rothia_mucilaginosa|t__SGB16986"	NA	1	1	"diagnosis"
"s__Ruminococcaceae_bacterium_AM28_23LB|t__SGB14974"	NA	1	1	"diagnosis"
"s__Ruminococcaceae_bacterium_BL_4|t__SGB79797"	NA	1	1	"diagnosis"
"s__Ruminococcaceae_bacterium_D5|t__SGB14960"	NA	1	1	"diagnosis"
"s__Ruminococcaceae_bacterium_Marseille_P2935|t__SGB29346"	NA	1	1	"diagnosis"
"s__Ruminococcaceae_bacterium_UBA1375|t__SGB14840"	NA	1	1	"diagnosis"
"s__Ruminococcus_bicirculans|t__SGB4262"	0.0802363252925642	0.795401259906401	1	"diagnosis"
"s__Ruminococcus_bovis|t__SGB4272"	NA	1	1	"diagnosis"
"s__Ruminococcus_bromii|t__SGB4285"	-1.23156317300852	4.5664337296711e-06	0.000199252437619063	"diagnosis"
"s__Ruminococcus_callidus|t__SGB4422"	-2.65850789536201	1.05655357097855e-06	6.34359045787836e-05	"diagnosis"
"s__Ruminococcus_champanellensis|t__SGB4418"	NA	1	1	"diagnosis"
"s__Ruminococcus_gauvreauii|t__SGB29375"	NA	1	1	"diagnosis"
"s__Ruminococcus_gnavus|t__SGB4584"	-0.10713749338223	0.737696539184275	1	"diagnosis"
"s__Ruminococcus_lactaris|t__SGB4557"	-0.133878404611002	0.468493296376269	1	"diagnosis"
"s__Ruminococcus_SGB4253|t__SGB4253"	NA	1	1	"diagnosis"
"s__Ruminococcus_SGB4421|t__SGB4421"	NA	1	1	"diagnosis"
"s__Ruminococcus_sp_AF13_28|t__SGB4834"	NA	1	1	"diagnosis"
"s__Ruminococcus_sp_AF41_9|t__SGB25497"	NA	1	1	"diagnosis"
"s__Ruminococcus_sp_AF46_10NS|t__SGB4824"	NA	1	1	"diagnosis"
"s__Ruminococcus_sp_BSD2780120874_150323_B10|t__SGB4290"	NA	1	1	"diagnosis"
"s__Ruminococcus_sp_NSJ_13|t__SGB4553_group"	NA	1	1	"diagnosis"
"s__Ruminococcus_torques|t__SGB4563"	0.752483328789543	0.0367727790157797	0.35753533510451	"diagnosis"
"s__Ruminococcus_torques|t__SGB4608"	0.119662572037605	0.728017040582511	1	"diagnosis"
"s__Ruthenibacterium_lactatiformans|t__SGB15271"	-0.630456709225801	0.0939217830833792	0.785168551103577	"diagnosis"
"s__Saccharomyces_cerevisiae|t__EUK4932"	NA	1	1	"diagnosis"
"s__Sanguibacter_SGB15121|t__SGB15121"	NA	1	1	"diagnosis"
"s__Sanguibacteroides_justesenii|t__SGB1776"	NA	1	1	"diagnosis"
"s__Sarcina_ventriculi|t__SGB6190"	NA	1	1	"diagnosis"
"s__Scardovia_wiggsiae|t__SGB15494"	NA	1	1	"diagnosis"
"s__Schaalia_turicensis|t__SGB17195"	NA	1	1	"diagnosis"
"s__Selenomonas_felix|t__SGB5881"	NA	1	1	"diagnosis"
"s__Sellimonas_intestinalis|t__SGB4617"	NA	1	1	"diagnosis"
"s__Senegalimassilia_anaerobia|t__SGB14824_group"	NA	1	1	"diagnosis"
"s__Senegalimassilia_faecalis|t__SGB14822"	NA	1	1	"diagnosis"
"s__Senegalimassilia_SGB14826|t__SGB14826"	NA	1	1	"diagnosis"
"s__Serratia_liquefaciens|t__SGB10256"	NA	1	1	"diagnosis"
"s__Serratia_marcescens|t__SGB10251"	NA	1	1	"diagnosis"
"s__Serratia_marcescens|t__SGB92520"	NA	1	1	"diagnosis"
"s__Shuttleworthia_satelles|t__SGB7281"	NA	1	1	"diagnosis"
"s__Slackia_isoflavoniconvertens|t__SGB14773"	NA	1	1	"diagnosis"
"s__Slackia_piriformis|t__SGB14779"	NA	1	1	"diagnosis"
"s__Sneathia_vaginalis|t__SGB6044"	NA	1	1	"diagnosis"
"s__Solibaculum_mannosilyticum|t__SGB7259"	0.0846730574730818	1	1	"diagnosis"
"s__Solobacterium_moorei|t__SGB6826"	NA	1	1	"diagnosis"
"s__Solobacterium_SGB6828|t__SGB6828"	NA	1	1	"diagnosis"
"s__Sphingomonas_SGB1787|t__SGB1787"	NA	1	1	"diagnosis"
"s__Staphylococcus_aureus|t__SGB7852"	NA	1	1	"diagnosis"
"s__Staphylococcus_epidermidis|t__SGB7865"	NA	1	1	"diagnosis"
"s__Staphylococcus_saccharolyticus|t__SGB7864"	NA	1	1	"diagnosis"
"s__Staphylococcus_SGB6340|t__SGB6340"	NA	1	1	"diagnosis"
"s__Stomatobaculum_SGB5266|t__SGB5266_group"	NA	1	1	"diagnosis"
"s__Streptococcus_agalactiae|t__SGB8216"	NA	1	1	"diagnosis"
"s__Streptococcus_anginosus|t__SGB8028_group"	NA	1	1	"diagnosis"
"s__Streptococcus_australis|t__SGB8057"	NA	1	1	"diagnosis"
"s__Streptococcus_australis|t__SGB8059_group"	NA	1	1	"diagnosis"
"s__Streptococcus_constellatus|t__SGB8026"	NA	1	1	"diagnosis"
"s__Streptococcus_cristatus|t__SGB97158"	NA	1	1	"diagnosis"
"s__Streptococcus_gordonii|t__SGB8053"	NA	1	1	"diagnosis"
"s__Streptococcus_infantis|t__SGB8095"	NA	1	1	"diagnosis"
"s__Streptococcus_intermedius|t__SGB8025"	NA	1	1	"diagnosis"
"s__Streptococcus_lutetiensis|t__SGB8021"	NA	1	1	"diagnosis"
"s__Streptococcus_mitis|t__SGB8154"	NA	1	1	"diagnosis"
"s__Streptococcus_mitis|t__SGB8168"	NA	1	1	"diagnosis"
"s__Streptococcus_mitis|t__SGB8180_group"	NA	1	1	"diagnosis"
"s__Streptococcus_mutans|t__SGB8000"	NA	1	1	"diagnosis"
"s__Streptococcus_oralis|t__SGB8130"	NA	1	1	"diagnosis"
"s__Streptococcus_parasanguinis|t__SGB8071"	0.596833296188876	0.00185203524420406	0.0265063284150485	"diagnosis"
"s__Streptococcus_pasteurianus|t__SGB8018"	NA	1	1	"diagnosis"
"s__Streptococcus_rubneri|t__SGB8056"	NA	1	1	"diagnosis"
"s__Streptococcus_salivarius|t__SGB8005"	NA	1	1	"diagnosis"
"s__Streptococcus_salivarius|t__SGB8007_group"	0.748885543045268	0.000454002524520246	0.00804154991230751	"diagnosis"
"s__Streptococcus_sanguinis|t__SGB8047_group"	NA	1	1	"diagnosis"
"s__Streptococcus_SGB14036|t__SGB14036"	NA	1	1	"diagnosis"
"s__Streptococcus_SGB14137|t__SGB14137"	NA	1	1	"diagnosis"
"s__Streptococcus_SGB14888|t__SGB14888"	-0.104089767963799	0.352603782064086	1	"diagnosis"
"s__Streptococcus_SGB15012|t__SGB15012"	NA	1	1	"diagnosis"
"s__Streptococcus_SGB3665|t__SGB3665"	NA	1	1	"diagnosis"
"s__Streptococcus_SGB5805|t__SGB5805"	1.79865330862388	1.9493391334307e-09	4.2778651508946e-07	"diagnosis"
"s__Streptococcus_SGB8633|t__SGB8633"	NA	1	1	"diagnosis"
"s__Streptococcus_sp_F0442|t__SGB8067"	NA	1	1	"diagnosis"
"s__Streptococcus_thermophilus|t__SGB8002"	-0.853217700997143	1.24185099031478e-05	0.000443016559075533	"diagnosis"
"s__Streptococcus_vestibularis|t__SGB8003"	NA	1	1	"diagnosis"
"s__Sutterella_faecalis|t__SGB9295"	NA	1	1	"diagnosis"
"s__Sutterella_seckii|t__SGB9297"	NA	1	1	"diagnosis"
"s__Sutterella_SGB9298|t__SGB9298"	NA	1	1	"diagnosis"
"s__Sutterella_sp_AM11_39|t__SGB9280"	NA	1	1	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9283"	-1.90356807618221	1.20755382804779e-09	4.08258607337235e-07	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9286"	0.616972404303592	0.126562574064718	1	"diagnosis"
"s__Synechococcus_SGB14295|t__SGB14295"	NA	1	1	"diagnosis"
"s__Terrisporobacter_mayombei|t__SGB65115"	NA	1	1	"diagnosis"
"s__Terrisporobacter_othiniensis|t__SGB6142"	NA	1	1	"diagnosis"
"s__Tetragenococcus_solitarius|t__SGB29881"	NA	1	1	"diagnosis"
"s__Tissierellaceae_bacterium_BX21|t__SGB83056"	NA	1	1	"diagnosis"
"s__TM7_phylum_sp_oral_taxon_352|t__SGB19860_group"	NA	1	1	"diagnosis"
"s__Treponema_lecithinolyticum|t__SGB3587"	NA	1	1	"diagnosis"
"s__Turicibacter_bilis|t__SGB6847"	NA	1	1	"diagnosis"
"s__Turicibacter_sanguinis|t__SGB6846"	NA	1	1	"diagnosis"
"s__Tyzzerella_nexilis|t__SGB4588"	1.33453585255255	6.08588029837121e-05	0.00162264682071651	"diagnosis"
"s__Veillonella_atypica|t__SGB6936"	0.470309562105618	0.0588701574862687	0.51881138789623	"diagnosis"
"s__Veillonella_dispar|t__SGB6952"	-0.629357936982668	0.00165174966087947	0.0240242288074259	"diagnosis"
"s__Veillonella_parvula|t__SGB6939"	0.513643230026523	0.191070269196979	1	"diagnosis"
"s__Veillonella_ratti|t__SGB6922"	NA	1	1	"diagnosis"
"s__Veillonella_rogosae|t__SGB6956"	1.74808723091152	3.36214848797377e-06	0.000154227785768848	"diagnosis"
"s__Veillonella_seminalis|t__SGB6923"	NA	1	1	"diagnosis"
"s__Veillonella_SGB101145|t__SGB101145"	NA	1	1	"diagnosis"
"s__Veillonella_tobetsuensis|t__SGB6935"	NA	1	1	"diagnosis"
"s__Veillonellaceae_bacterium|t__SGB6961"	NA	1	1	"diagnosis"
"s__Vescimonas_coprocola|t__SGB15089"	0.801401681798144	0.00400140392177316	0.0522519096062204	"diagnosis"
"s__Vescimonas_fastidiosa|t__SGB15085"	NA	1	1	"diagnosis"
"s__Vescimonas_SGB15087|t__SGB15087"	NA	1	1	"diagnosis"
"s__Victivallis_lenta|t__SGB9203"	NA	1	1	"diagnosis"
"s__Victivallis_sp_Marseille_Q1083|t__SGB9193"	NA	1	1	"diagnosis"
"s__Victivallis_vadensis|t__SGB9202"	NA	1	1	"diagnosis"
"s__Waltera_intestinalis|t__SGB4910"	0.719210242436913	0.022926446628887	0.234373788680451	"diagnosis"
"s__Weissella_cibaria|t__SGB7114"	NA	1	1	"diagnosis"
"s__Weissella_confusa|t__SGB7115"	NA	1	1	"diagnosis"
"s__Weissella_viridescens|t__SGB7111"	NA	1	1	"diagnosis"
"s__Wohlfahrtiimonas_chitiniclastica|t__SGB9592"	NA	1	1	"diagnosis"
"s__Xanthomonas_campestris|t__SGB12430"	NA	1	1	"diagnosis"
"s__Yersinia_enterocolitica|t__SGB10220"	NA	1	1	"diagnosis"
"s__Yersinia_frederiksenii|t__SGB10227"	NA	1	1	"diagnosis"
